id,submission_date,occpatn_shopkeeper_pre_covid,occpatn_tour_guide_pre_covid,occpatn_trekking_guide_pre_covid,occpatn_rafting_guide_pre_covid,occpatn_mountain_guide_pre_covid,occpatn_driver_pre_covid,occpatn_travel_agent_pre_covid,occpatn_flight_attendent_pre_covid,occpatn_pilot_pre_covid,occpatn_cook_pre_covid,occpatn_hotel_manager_pre_covid,occpatn_hotel_staff_pre_covid,occpatn_waiter_pre_covid,occpatn_bartender_pre_covid,occpatn_porter_pre_covid,other_occpatn_pre_covid,had_frml_employment_contract_pre_covid,had_pan_pre_covid,wrk_type_seasonal_pre_covid,wrk_type_daily_wages_pre_covid,wrk_type_monthly_salary_pre_covid,other_wrk_type_pre_covid,sesonal_work_period,gender_individual,age_individual,education_level_individual,years_of_experience_individual,permanent_district_individual,temporary_district_individual,prsnt_job_status,had_to_change_job_in_trsm,job_in_trsm_changed_to_shopkeeper,job_in_trsm_changed_to_tour_guide,job_in_trsm_changed_to_trekking_guide,job_in_trsm_changed_to_rafting_guide,job_in_trsm_changed_to_mountain_guide,job_in_trsm_changed_to_driver,job_in_trsm_changed_to_travel_agent,job_in_trsm_changed_to_flight_attendent,job_in_trsm_changed_to_pilot,job_in_trsm_changed_to_cook,job_in_trsm_changed_to_hotel_manager,job_in_trsm_changed_to_hotel_staff,job_in_trsm_changed_to_waiter,job_in_trsm_changed_to_bartender,job_in_trsm_changed_to_porter,job_in_trsm_changed_to_other,had_to_change_employer_in_trsm,has_frml_employment_contract_current_trsm_job,have_to_pay_tax_current_trsm_job,add_work_on_agriculture_animal_husbandry,add_work_on_daily_wages,add_work_on_business_occupation,add_work_on_job_estate,add_work_on_professional_work,add_work_on_other_sector,also_had_to_change_add_trsm_job,add_trsm_job_changed_to_shopkeeper,add_trsm_job_changed_to_tour_guide,add_trsm_job_changed_to_trekking_gude,add_trsm_job_changed_to_rafting_guide,add_trsm_job_changed_to_mountain_guide,add_trsm_job_changed_to_driver,add_trsm_job_changed_to_travel_agent,add_trsm_job_changed_to_flight_attendant,add_trsm_job_changed_to_pilot,add_trsm_job_changed_to_cook,add_trsm_job_changed_to_hotel_manager,add_trsm_job_changed_to_hotel_staff,add_trsm_job_changed_to_waiter,add_trsm_job_changed_to_bartender,add_trsm_job_changed_to_porter,add_trsm_job_changed_to_other,had_to_change_employer_add_trsm_job,has_frml_employment_contract_current_add_trsm_job,have_to_pay_tax_current_add_trsm_job,left_trsm_havent_got_new_job,left_trsm_working_on_agriculture_animal_husbandry,left_trsm_working_on_daily_wages,left_trsm_working_on_busniess_occupation,left_trsm_working_on_job_estate,left_trsm_working_on_professional_job,left_trsm_working_on_other_sector,self_had_to_migrate_to_different_location,duration_self_temporary_migration,self_migrated_to_district,family_had_to_migrate_to_different_location,family_migrated_to_district,covid_infectn_self,covid_infectn_self_time,covid_infectn_family,lost_job_due_covid,lost_employment_due_covid,took_low_esteem_job_due_covid,worked_on_reduced_salary_due_covid,worrked_on_rotational_employment_due_covid,could_not_renew_licence_permit_due_covid,suffered_other_impact_due_covid,did_not_suffer_impact_due_covid,full_salary_last_date,took_loan_financial_instutions_due_covid,took_loan_friends_family_due_covid,stopped_family_education_due_covid,stopped_family_health_services_due_covid,sold_personal_assets_due_covid,sold_professional_assets_due_covid,sold_land_property_due_covid,suffered_other_econ_impact_due_covid,did_not_suffer_econ_impact_due_covid,self_incm_chng_2020_v_2019,thought_hard_about_covid_effects,felt_alert_frightened_due_covid_effects,felt_isolated_from_people_environment,had_bad_dreams_about_covid_effects,blamed_self_others_for_hardships_due_covid,felt_increased_social_pressure_due_covid,felt_animosity_within_family_due_covid,took_mental_health_counselling_due_covid,trsm_major_work_district
171821245,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,1,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),1,1,0,0,0,0,1,0,0,Total income was almost zero,1,1,1,1,1,1,0,0,"Bhaktapur, Chitawan, Dhading, Gorkha, Humla, Ilam, Jhapa, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Panchthar, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu, Tanahu, Taplejung"
171825684,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,0,1,0,0,0,0,Solukhumbu
171826580,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Solukhumbu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,1,Between October and December 2020,0,0,1,0,0,0,0,0,0,No change due to COVID-19,0,1,0,0,0,0,0,0,0,Total income was almost zero,1,0,0,1,0,1,0,1,"Bhaktapur, Chitawan, Dolpa, Ilam, Kathmandu, Mustang, Solukhumbu, Taplejung"
171835407,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 to 3 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",More than 6 months,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,0,0,0,Total income was almost zero,1,1,1,1,0,1,1,0,"Gorkha, Kaski, Kathmandu, Kavrepalanchok, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
171883818,2021-04-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Solukhumbu,Kathmandu,"Yes, I am working in tourism sector and also in a non-tourim sector",,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,,,,,,,,"Yes, but I've moved back since",2 to 6 months,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,After December 2021,0,1,0,0,0,0,0,0,0,Total income decreased by 75%,1,1,1,1,0,1,0,0,"Kathmandu, Solukhumbu"
171884920,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Khotang,Kathmandu,"Yes, I am working in tourism sector only",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,0,0,0,Total income decreased by 75%,1,1,1,1,1,1,1,0,"Chitawan, Dolpa, Gorkha, Kaski, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Sindhupalchok, Solukhumbu"
171884981,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Gorkha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,0,0,0,0,1,0,0,"Baglung, Darchula, Dhading, Dolpa, Gorkha, Gulmi, Humla, Jumla, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Ramechhap, Rasuwa, Sindhuli, Tanahu"
171886164,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Khotang,Kathmandu,"Yes, I am working in tourism sector only",0,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,0,0,0,Total income was almost zero,1,1,1,1,0,1,1,0,"Kaski, Mustang, Sankhuwasabha, Sindhupalchok, Solukhumbu"
171886676,2021-04-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Gorkha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",2 to 6 months,,"Yes, they are living in another village / city",Kathmandu,0,,0,1,1,0,0,0,0,1,0,Before COVID-19 lockdown (Before March 2020),0,1,1,1,1,1,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,0,"Chitawan, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Solukhumbu, Tanahu"
171891078,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,15 years or more,Rasuwa,Chitawan,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,1,1,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dhading, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Rasuwa, Solukhumbu"
171891835,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dolakha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",More than 6 months,,"Yes, they are living in the same village / city but in a different neighborhood",,1,After December 2021,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),1,0,0,0,1,0,0,0,0,Total income was almost zero,1,0,0,0,1,1,1,0,"Dolakha, Dolpa, Gorkha, Ilam, Kaski, Lamjung, Manang, Mustang, Sindhupalchok, Solukhumbu, Taplejung"
171892100,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Syangja,Kaski,"Yes, I am working in tourism sector only",1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, swiched to a new village/city",,Syangja,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,1,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),1,1,1,1,1,1,0,0,0,Total income was almost zero,1,0,0,1,1,0,0,0,"Chitawan, Dhading, Dolpa, Gorkha, Humla, Jumla, Kalikot, Kaski, Manang, Mugu, Mustang, Myagdi, Parbat, Rasuwa, Rolpa, Rukum East, Rukum West, Solukhumbu, Syangja"
171892145,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Banke, Bardiya, Chitawan, Dadeldhura, Darchula, Dolakha, Dolpa, Gorkha, Humla, Jajarkot, Jumla, Kapilbastu, Kaski, Kavrepalanchok, Lamjung, Mugu, Mustang, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
171892536,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,1,1,0,0,1,0,0,1,0,Before COVID-19 lockdown (Before March 2020),1,0,1,0,1,0,0,0,0,Total income was almost zero,1,0,1,1,0,0,0,0,"Dolakha, Dolpa, Gorkha, Kaski, Kathmandu, Manang, Mustang, Rasuwa, Sankhuwasabha, Solukhumbu, Taplejung"
171892707,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Can read and/or write,15 years or more,Sindhuli,Kathmandu,"Yes, I am working in tourism sector only",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",Less than a month,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,0,0,0,0,1,0,0,0,Total income was almost zero,1,0,0,0,0,1,1,0,"Bajhang, Chitawan, Kaski, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
171892784,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dolakha, Dolpa, Gorkha, Humla, Manang, Rasuwa, Solukhumbu"
171893120,2021-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4 to 6 months,Male,Less than 20 years,Can read and/or write,3 to 5 years,Solukhumbu,Solukhumbu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,0,Solukhumbu
171893423,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,1,0,1,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dolakha, Gorkha, Manang, Solukhumbu"
171893862,2021-04-16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Can read and/or write,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dolakha, Dolpa, Gorkha, Manang, Mustang, Solukhumbu"
171894384,2021-04-16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Sankhuwasabha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",2 to 6 months,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,1,1,0,0,0,0,1,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,0,"Manang, Sankhuwasabha"
171894512,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Bhojpur,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,1,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Kaski, Kathmandu, Manang, Solukhumbu"
171900587,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,Can read and/or write,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in another village / city",Kathmandu,0,,0,1,0,1,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,0,0,0,Total income was almost zero,1,0,0,0,0,0,0,0,Solukhumbu
171937664,2021-04-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Tanahu,Kathmandu,"Yes, I am working in tourism sector and also in a non-tourim sector",,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,"Yes, but I've moved back since",More than 6 months,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,0,1,1,1,0,1,1,0,"Bhaktapur, Chitawan, Dolakha, Dolpa, Gorkha, Humla, Jajarkot, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Okhaldhunga, Palpa, Rasuwa, Rolpa, Rukum East, Rukum West, Rupandehi, Sankhuwasabha, Sindhuli, Sindhupalchok, Solukhumbu, Surkhet, Syangja, Tanahu, Taplejung, Terhathum"
171947698,2021-04-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Makwanpur,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",2 to 6 months,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,1,0,Before COVID-19 lockdown (Before March 2020),1,1,0,0,1,0,1,1,0,Total income was almost zero,1,1,1,1,0,1,1,0,"Bhaktapur, Chitawan, Dhanusa, Gorkha, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Palpa, Rasuwa, Rupandehi, Solukhumbu"
171948287,2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,1,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,0,1,1,0,1,0,0,"Dolakha, Dolpa, Gorkha, Humla, Jumla, Kapilbastu, Kaski, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Ramechhap, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung, Terhathum"
172061752,2021-04-17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,1,1,0,After December 2021,1,0,1,0,0,1,0,1,0,Total income was almost zero,1,0,1,1,0,1,1,0,"Dolakha, Dolpa, Gorkha, Humla, Ilam, Jajarkot, Jhapa, Jumla, Kalikot, Kaski, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Okhaldhunga, Ramechhap, Rasuwa, Rolpa, Rukum East, Rukum West, Sankhuwasabha, Solukhumbu, Taplejung"
172064738,2021-04-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,Can read and/or write,15 years or more,Solukhumbu,Solukhumbu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in another village / city",Solukhumbu,0,,1,1,1,0,0,0,1,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,1,1,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,Solukhumbu
172090178,2021-04-17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dolakha, Dolpa, Kaski, Manang, Mugu, Mustang, Solukhumbu"
172091285,2021-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Solukhumbu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,Solukhumbu
172092465,2021-04-17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Gorkha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,1,1,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,Solukhumbu
172092859,2021-04-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,0,1,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,1,1,1,0,0,0,Total income was almost zero,1,1,1,1,0,0,1,0,"Dolakha, Dolpa, Jumla, Kaski, Manang, Mugu, Mustang, Myagdi, Sindhupalchok, Solukhumbu, Taplejung"
172094222,2021-04-17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,41 - 60 years,SLC or equivalent,11 to 15 years,Sunsari,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,1,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,1,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,"Dolakha, Gorkha, Kaski, Morang, Rasuwa, Solukhumbu"
172095618,2021-04-17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,0,1,1,0,1,1,1,0,"Gorkha, Manang, Rasuwa, Solukhumbu"
